,name,characters,type,json,len
569,A Bolder Brew,"clockmaker,grandmother,dreamer,empath,fortune_teller,innkeeper,exorcist,oracle,philosopher,ravenkeeper,seamstress,slayer,artist,barber,goon,moonchild,sweetheart,godfather,witch,scarlet_woman,assassin,imp,vigormortis,no_dashii,pukka",full,"[{""id"": ""_meta"", ""name"": """", ""author"": """"}, {""id"": ""clockmaker""}, {""id"": ""grandmother""}, {""id"": ""dreamer""}, {""id"": ""empath""}, {""id"": ""fortune_teller""}, {""id"": ""innkeeper""}, {""id"": ""exorcist""}, {""id"": ""oracle""}, {""id"": ""philosopher""}, {""id"": ""ravenkeeper""}, {""id"": ""seamstress""}, {""id"": ""slayer""}, {""id"": ""artist""}, {""id"": ""barber""}, {""id"": ""goon""}, {""id"": ""moonchild""}, {""id"": ""sweetheart""}, {""id"": ""godfather""}, {""id"": ""witch""}, {""id"": ""scarlet_woman""}, {""id"": ""assassin""}, {""id"": ""imp""}, {""id"": ""vigormortis""}, {""id"": ""no_dashii""}, {""id"": ""pukka""}]",25
570,Beware of voting,"alchemist,balloonist,cannibal,clockmaker,courtier,exorcist,gossip,minstrel,pacifist,poppy_grower,preacher,tea_lady,town_crier,virgin,goon,heretic,klutz,saint,boomdandy,evil_twin,fearmonger,goblin,witch,lil_monsta,vortox",full,"[{""id"": ""_meta"", ""name"": ""Beware of voting v2"", ""author"": """"}, {""id"": ""alchemist""}, {""id"": ""balloonist""}, {""id"": ""cannibal""}, {""id"": ""clockmaker""}, {""id"": ""courtier""}, {""id"": ""exorcist""}, {""id"": ""gossip""}, {""id"": ""minstrel""}, {""id"": ""pacifist""}, {""id"": ""poppy_grower""}, {""id"": ""preacher""}, {""id"": ""tea_lady""}, {""id"": ""town_crier""}, {""id"": ""virgin""}, {""id"": ""goon""}, {""id"": ""heretic""}, {""id"": ""klutz""}, {""id"": ""saint""}, {""id"": ""boomdandy""}, {""id"": ""evil_twin""}, {""id"": ""fearmonger""}, {""id"": ""goblin""}, {""id"": ""witch""}, {""id"": ""lil_monsta""}, {""id"": ""vortox""}]",25
571,The Lost Pyramid of Susamogus,"investigator,preacher,king,gambler,lycanthrope,exorcist,engineer,courtier,professor,philosopher,pacifist,minstrel,atheist,butler,goon,acrobat,heretic,golem,evil_twin,fearmonger,psychopath,mastermind,goblin,al-hadikhia,leviathan",full,"[{""id"": ""_meta"", ""name"": ""The Lost Pyramid of Susamogus (v1.1)"", ""author"": ""Mayajvix""}, {""id"": ""investigator""}, {""id"": ""preacher""}, {""id"": ""king""}, {""id"": ""gambler""}, {""id"": ""lycanthrope""}, {""id"": ""exorcist""}, {""id"": ""engineer""}, {""id"": ""courtier""}, {""id"": ""professor""}, {""id"": ""philosopher""}, {""id"": ""pacifist""}, {""id"": ""minstrel""}, {""id"": ""atheist""}, {""id"": ""butler""}, {""id"": ""goon""}, {""id"": ""acrobat""}, {""id"": ""heretic""}, {""id"": ""golem""}, {""id"": ""evil_twin""}, {""id"": ""fearmonger""}, {""id"": ""psychopath""}, {""id"": ""mastermind""}, {""id"": ""goblin""}, {""id"": ""al-hadikhia""}, {""id"": ""leviathan""}]",25
572,Brain Worms v1,"balloonist,chambermaid,mathematician,sailor,courtier,exorcist,gambler,innkeeper,professor,gossip,savant,magician,tea_lady,acrobat,goon,klutz,lunatic,assassin,godfather,mastermind,psychopath,lleech,pukka,shabaloth,zombuul,apprentice,beggar,djinn",full,"[{""id"": ""_meta"", ""logo"": ""https://wiki.bloodontheclocktower.com/images/a/a5/Lleech_token.png"", ""name"": ""Brainworms v1.1"", ""author"": ""LukeC""}, {""id"": ""balloonist""}, {""id"": ""chambermaid""}, {""id"": ""mathematician""}, {""id"": ""sailor""}, {""id"": ""courtier""}, {""id"": ""exorcist""}, {""id"": ""gambler""}, {""id"": ""innkeeper""}, {""id"": ""professor""}, {""id"": ""gossip""}, {""id"": ""savant""}, {""id"": ""magician""}, {""id"": ""tea_lady""}, {""id"": ""acrobat""}, {""id"": ""goon""}, {""id"": ""klutz""}, {""id"": ""lunatic""}, {""id"": ""assassin""}, {""id"": ""godfather""}, {""id"": ""mastermind""}, {""id"": ""psychopath""}, {""id"": ""lleech""}, {""id"": ""pukka""}, {""id"": ""shabaloth""}, {""id"": ""zombuul""}, {""id"": ""apprentice""}, {""id"": ""beggar""}, {""id"": ""djinn""}]",28
573,Trigger Happy Havoc,"noble,investigator,librarian,town_crier,innkeeper,gambler,fortune_teller,nightwatchman,fisherman,seamstress,soldier,amnesiac,mayor,sweetheart,recluse,mutant,puzzlemaster,mezepheles,cerenovus,assassin,baron,mastermind,no_dashii,imp,vigormortis",full,"[{""id"": ""_meta"", ""logo"": ""https://i.imgur.com/JozPuSR.png"", ""name"": ""Trigger Happy Havoc"", ""author"": ""Ragelax#0929""}, {""id"": ""noble""}, {""id"": ""investigator""}, {""id"": ""librarian""}, {""id"": ""town_crier""}, {""id"": ""innkeeper""}, {""id"": ""gambler""}, {""id"": ""fortune_teller""}, {""id"": ""nightwatchman""}, {""id"": ""fisherman""}, {""id"": ""seamstress""}, {""id"": ""soldier""}, {""id"": ""amnesiac""}, {""id"": ""mayor""}, {""id"": ""sweetheart""}, {""id"": ""recluse""}, {""id"": ""mutant""}, {""id"": ""puzzlemaster""}, {""id"": ""mezepheles""}, {""id"": ""cerenovus""}, {""id"": ""assassin""}, {""id"": ""baron""}, {""id"": ""mastermind""}, {""id"": ""no_dashii""}, {""id"": ""imp""}, {""id"": ""vigormortis""}]",25
574,Shabalegion,"noble,grandmother,alchemist,empath,balloonist,sailor,gambler,innkeeper,gossip,juggler,professor,cannibal,pacifist,magician,moonchild,barber,lunatic,puzzlemaster,godfather,assassin,mezepheles,widow,devils_advocate,shabaloth,legion,spirit_of_ivory",full,"[{""id"": ""_meta"", ""name"": ""Shabalegion"", ""author"": ""themeeman""}, {""id"": ""noble""}, {""id"": ""grandmother""}, {""id"": ""alchemist""}, {""id"": ""empath""}, {""id"": ""balloonist""}, {""id"": ""sailor""}, {""id"": ""gambler""}, {""id"": ""innkeeper""}, {""id"": ""gossip""}, {""id"": ""juggler""}, {""id"": ""professor""}, {""id"": ""cannibal""}, {""id"": ""pacifist""}, {""id"": ""magician""}, {""id"": ""moonchild""}, {""id"": ""barber""}, {""id"": ""lunatic""}, {""id"": ""puzzlemaster""}, {""id"": ""godfather""}, {""id"": ""assassin""}, {""id"": ""mezepheles""}, {""id"": ""widow""}, {""id"": ""devils_advocate""}, {""id"": ""shabaloth""}, {""id"": ""legion""}, {""id"": ""spirit_of_ivory""}]",26
575,Garden of Sus,"noble,clockmaker,pixie,town_crier,balloonist,empath,snake_charmer,dreamer,nightwatchman,slayer,fisherman,alchemist,cannibal,magician,saint,mutant,politician,lunatic,evil_twin,psychopath,widow,goblin,cerenovus,leviathan,riot",full,"[{""id"": ""_meta"", ""name"": ""Garden of Sus"", ""author"": ""themeeman""}, {""id"": ""noble""}, {""id"": ""clockmaker""}, {""id"": ""pixie""}, {""id"": ""town_crier""}, {""id"": ""balloonist""}, {""id"": ""empath""}, {""id"": ""snake_charmer""}, {""id"": ""dreamer""}, {""id"": ""nightwatchman""}, {""id"": ""slayer""}, {""id"": ""fisherman""}, {""id"": ""alchemist""}, {""id"": ""cannibal""}, {""id"": ""magician""}, {""id"": ""saint""}, {""id"": ""mutant""}, {""id"": ""politician""}, {""id"": ""lunatic""}, {""id"": ""evil_twin""}, {""id"": ""psychopath""}, {""id"": ""widow""}, {""id"": ""goblin""}, {""id"": ""cerenovus""}, {""id"": ""leviathan""}, {""id"": ""riot""}]",25
576,Trouble Growing,"chef,virgin,undertaker,mayor,washerwoman,slayer,soldier,investigator,librarian,empath,monk,fortune_teller,ravenkeeper,drunk,saint,recluse,butler,scarlet_woman,spy,baron,poisoner,imp,leviathan,lil_monsta,lleech",full,"[{""id"": ""_meta"", ""name"": ""Trouble Growing"", ""author"": """"}, {""id"": ""chef""}, {""id"": ""virgin""}, {""id"": ""undertaker""}, {""id"": ""mayor""}, {""id"": ""washerwoman""}, {""id"": ""slayer""}, {""id"": ""soldier""}, {""id"": ""investigator""}, {""id"": ""librarian""}, {""id"": ""empath""}, {""id"": ""monk""}, {""id"": ""fortune_teller""}, {""id"": ""ravenkeeper""}, {""id"": ""drunk""}, {""id"": ""saint""}, {""id"": ""recluse""}, {""id"": ""butler""}, {""id"": ""scarlet_woman""}, {""id"": ""spy""}, {""id"": ""baron""}, {""id"": ""poisoner""}, {""id"": ""imp""}, {""id"": ""leviathan""}, {""id"": ""lil_monsta""}, {""id"": ""lleech""}]",25
577,Identity Crisis,"bounty_hunter,pixie,snake_charmer,balloonist,sailor,general,preacher,gambler,alchemist,cannibal,poppy_grower,farmer,amnesiac,drunk,barber,moonchild,lunatic,cerenovus,marionette,pit-hag,mezepheles,lil_monsta,fang_gu,al-hadikhia,lleech",full,"[{""id"": ""_meta"", ""name"": ""Identity Crisis v1.0"", ""author"": ""Richard black""}, {""id"": ""bounty_hunter""}, {""id"": ""pixie""}, {""id"": ""snake_charmer""}, {""id"": ""balloonist""}, {""id"": ""sailor""}, {""id"": ""general""}, {""id"": ""preacher""}, {""id"": ""gambler""}, {""id"": ""alchemist""}, {""id"": ""cannibal""}, {""id"": ""poppy_grower""}, {""id"": ""farmer""}, {""id"": ""amnesiac""}, {""id"": ""drunk""}, {""id"": ""barber""}, {""id"": ""moonchild""}, {""id"": ""lunatic""}, {""id"": ""cerenovus""}, {""id"": ""marionette""}, {""id"": ""pit-hag""}, {""id"": ""mezepheles""}, {""id"": ""lil_monsta""}, {""id"": ""fang_gu""}, {""id"": ""al-hadikhia""}, {""id"": ""lleech""}]",25
578,Blood & Diamonds,"noble,investigator,bounty_hunter,pixie,empath,town_crier,oracle,savant,amnesiac,nightwatchman,fisherman,mayor,cannibal,snitch,recluse,mutant,drunk,godfather,widow,cerenovus,mezepheles,evil_twin,lil_monsta,imp,legion,butcher,bone_collector,scapegoat,beggar,matron",full,"[{""id"": ""_meta"", ""logo"": ""https://i.imgur.com/JzrMKuU.png"", ""name"": ""Blood & Diamonds"", ""author"": ""Seabound""}, {""id"": ""noble""}, {""id"": ""investigator""}, {""id"": ""bounty_hunter""}, {""id"": ""pixie""}, {""id"": ""empath""}, {""id"": ""town_crier""}, {""id"": ""oracle""}, {""id"": ""savant""}, {""id"": ""amnesiac""}, {""id"": ""nightwatchman""}, {""id"": ""fisherman""}, {""id"": ""mayor""}, {""id"": ""cannibal""}, {""id"": ""snitch""}, {""id"": ""recluse""}, {""id"": ""mutant""}, {""id"": ""drunk""}, {""id"": ""godfather""}, {""id"": ""widow""}, {""id"": ""cerenovus""}, {""id"": ""mezepheles""}, {""id"": ""evil_twin""}, {""id"": ""lil_monsta""}, {""id"": ""imp""}, {""id"": ""legion""}, {""id"": ""butcher""}, {""id"": ""bone_collector""}, {""id"": ""scapegoat""}, {""id"": ""beggar""}, {""id"": ""matron""}]",30
579,Will Ferrell's Day Out,"washerwoman,clockmaker,general,dreamer,snake_charmer,town_crier,monk,gossip,artist,courtier,seamstress,poppy_grower,minstrel,snitch,tinker,drunk,lunatic,godfather,fearmonger,mezepheles,mastermind,no_dashii,po,vortox",full,"[{""id"": ""_meta"", ""name"": ""Will Ferrell's Day Out"", ""author"": ""Luxray""}, {""id"": ""washerwoman""}, {""id"": ""clockmaker""}, {""id"": ""general""}, {""id"": ""dreamer""}, {""id"": ""snake_charmer""}, {""id"": ""town_crier""}, {""id"": ""monk""}, {""id"": ""gossip""}, {""id"": ""artist""}, {""id"": ""courtier""}, {""id"": ""seamstress""}, {""id"": ""poppy_grower""}, {""id"": ""minstrel""}, {""id"": ""snitch""}, {""id"": ""tinker""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""godfather""}, {""id"": ""fearmonger""}, {""id"": ""mezepheles""}, {""id"": ""mastermind""}, {""id"": ""no_dashii""}, {""id"": ""po""}, {""id"": ""vortox""}]",24
580,Mastermindless Self Indulgence,"clockmaker,chambermaid,balloonist,dreamer,fortune_teller,town_crier,innkeeper,gambler,fisherman,seamstress,poppy_grower,minstrel,mayor,tinker,mutant,drunk,lunatic,cerenovus,pit-hag,assassin,mastermind,imp,po,zombuul,vortox",full,"[{""id"": ""_meta"", ""name"": ""Mastermindless Self Indulgence"", ""author"": ""Reznora & Malashaan""}, {""id"": ""clockmaker""}, {""id"": ""chambermaid""}, {""id"": ""balloonist""}, {""id"": ""dreamer""}, {""id"": ""fortune_teller""}, {""id"": ""town_crier""}, {""id"": ""innkeeper""}, {""id"": ""gambler""}, {""id"": ""fisherman""}, {""id"": ""seamstress""}, {""id"": ""poppy_grower""}, {""id"": ""minstrel""}, {""id"": ""mayor""}, {""id"": ""tinker""}, {""id"": ""mutant""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""cerenovus""}, {""id"": ""pit-hag""}, {""id"": ""assassin""}, {""id"": ""mastermind""}, {""id"": ""imp""}, {""id"": ""po""}, {""id"": ""zombuul""}, {""id"": ""vortox""}]",25
581,Beware Deimon,"dreamer,empath,engineer,exorcist,innkeeper,investigator,magician,mathematician,mayor,minstrel,monk,oracle,nightwatchman,noble,damsel,drunk,moonchild,mutant,devils_advocate,evil_twin,marionette,mastermind,mezepheles,imp,no_dashii",full,"[{""id"": ""_meta"", ""name"": ""Beware Deimon"", ""author"": ""ShaggyDuck2006""}, {""id"": ""dreamer""}, {""id"": ""empath""}, {""id"": ""engineer""}, {""id"": ""exorcist""}, {""id"": ""innkeeper""}, {""id"": ""investigator""}, {""id"": ""magician""}, {""id"": ""mathematician""}, {""id"": ""mayor""}, {""id"": ""minstrel""}, {""id"": ""monk""}, {""id"": ""oracle""}, {""id"": ""nightwatchman""}, {""id"": ""noble""}, {""id"": ""damsel""}, {""id"": ""drunk""}, {""id"": ""moonchild""}, {""id"": ""mutant""}, {""id"": ""devils_advocate""}, {""id"": ""evil_twin""}, {""id"": ""marionette""}, {""id"": ""mastermind""}, {""id"": ""mezepheles""}, {""id"": ""imp""}, {""id"": ""no_dashii""}]",25
582,The Storm Catcher Favors the Goon,"librarian,sailor,dreamer,fortune_teller,snake_charmer,oracle,innkeeper,gambler,exorcist,seamstress,philosopher,alchemist,ravenkeeper,goon,sweetheart,drunk,moonchild,godfather,poisoner,cerenovus,marionette,pukka,no_dashii,imp,po,storm_catcher",full,"[{""id"": ""_meta"", ""name"": ""The Storm Catcher Favors the Goon"", ""author"": """"}, {""id"": ""librarian""}, {""id"": ""sailor""}, {""id"": ""dreamer""}, {""id"": ""fortune_teller""}, {""id"": ""snake_charmer""}, {""id"": ""oracle""}, {""id"": ""innkeeper""}, {""id"": ""gambler""}, {""id"": ""exorcist""}, {""id"": ""seamstress""}, {""id"": ""philosopher""}, {""id"": ""alchemist""}, {""id"": ""ravenkeeper""}, {""id"": ""goon""}, {""id"": ""sweetheart""}, {""id"": ""drunk""}, {""id"": ""moonchild""}, {""id"": ""godfather""}, {""id"": ""poisoner""}, {""id"": ""cerenovus""}, {""id"": ""marionette""}, {""id"": ""pukka""}, {""id"": ""no_dashii""}, {""id"": ""imp""}, {""id"": ""po""}, {""id"": ""storm_catcher""}]",26
583,Whose Role Is It Anyway,"grandmother,pixie,sailor,snake_charmer,gambler,philosopher,huntsman,alchemist,sage,farmer,magician,poppy_grower,mayor,cannibal,mutant,damsel,barber,lunatic,poisoner,cerenovus,pit-hag,baron,lleech,imp,fang_gu",full,"[{""id"": ""_meta"", ""name"": ""Whose Role Is It Anyway"", ""author"": ""Courtney McClannahan""}, {""id"": ""grandmother""}, {""id"": ""pixie""}, {""id"": ""sailor""}, {""id"": ""snake_charmer""}, {""id"": ""gambler""}, {""id"": ""philosopher""}, {""id"": ""huntsman""}, {""id"": ""alchemist""}, {""id"": ""sage""}, {""id"": ""farmer""}, {""id"": ""magician""}, {""id"": ""poppy_grower""}, {""id"": ""mayor""}, {""id"": ""cannibal""}, {""id"": ""mutant""}, {""id"": ""damsel""}, {""id"": ""barber""}, {""id"": ""lunatic""}, {""id"": ""poisoner""}, {""id"": ""cerenovus""}, {""id"": ""pit-hag""}, {""id"": ""baron""}, {""id"": ""lleech""}, {""id"": ""imp""}, {""id"": ""fang_gu""}]",25
584,The Stitchless Snitch,"librarian,bounty_hunter,philosopher,snake_charmer,dreamer,sailor,balloonist,chambermaid,fortune_teller,preacher,flowergirl,exorcist,mayor,drunk,puzzlemaster,barber,snitch,lunatic,godfather,poisoner,pit-hag,mastermind,lil_monsta,fang_gu,vigormortis,storm_catcher",full,"[{""id"": ""_meta"", ""name"": ""Stitchless Snitch"", ""author"": ""TZA""}, {""id"": ""librarian""}, {""id"": ""bounty_hunter""}, {""id"": ""philosopher""}, {""id"": ""snake_charmer""}, {""id"": ""dreamer""}, {""id"": ""sailor""}, {""id"": ""balloonist""}, {""id"": ""chambermaid""}, {""id"": ""fortune_teller""}, {""id"": ""preacher""}, {""id"": ""flowergirl""}, {""id"": ""exorcist""}, {""id"": ""mayor""}, {""id"": ""drunk""}, {""id"": ""puzzlemaster""}, {""id"": ""barber""}, {""id"": ""snitch""}, {""id"": ""lunatic""}, {""id"": ""godfather""}, {""id"": ""poisoner""}, {""id"": ""pit-hag""}, {""id"": ""mastermind""}, {""id"": ""lil_monsta""}, {""id"": ""fang_gu""}, {""id"": ""vigormortis""}, {""id"": ""storm_catcher""}]",26
585,The Immortal Town of Tinysville,"tea_lady,soldier,sailor,pacifist,monk,innkeeper,saint,barber,devils_advocate,scarlet_woman,shabaloth,butcher,judge,apprentice",full,"[{""id"": ""_meta"", ""name"": ""The Immortal Town of Tinysville"", ""author"": """"}, {""id"": ""tea_lady""}, {""id"": ""soldier""}, {""id"": ""sailor""}, {""id"": ""pacifist""}, {""id"": ""monk""}, {""id"": ""innkeeper""}, {""id"": ""saint""}, {""id"": ""barber""}, {""id"": ""devils_advocate""}, {""id"": ""scarlet_woman""}, {""id"": ""shabaloth""}, {""id"": ""butcher""}, {""id"": ""judge""}, {""id"": ""apprentice""}]",14
586,Unholier Than Thou,"noble,chef,librarian,bounty_hunter,balloonist,dreamer,snake_charmer,town_crier,savant,amnesiac,nightwatchman,seamstress,magician,mutant,damsel,politician,lunatic,poisoner,cerenovus,goblin,marionette,leviathan",full,"[{""id"": ""_meta"", ""name"": ""Unholier Than Thou""}, {""id"": ""noble""}, {""id"": ""chef""}, {""id"": ""librarian""}, {""id"": ""bounty_hunter""}, {""id"": ""balloonist""}, {""id"": ""dreamer""}, {""id"": ""snake_charmer""}, {""id"": ""town_crier""}, {""id"": ""savant""}, {""id"": ""amnesiac""}, {""id"": ""nightwatchman""}, {""id"": ""seamstress""}, {""id"": ""magician""}, {""id"": ""mutant""}, {""id"": ""damsel""}, {""id"": ""politician""}, {""id"": ""lunatic""}, {""id"": ""poisoner""}, {""id"": ""cerenovus""}, {""id"": ""goblin""}, {""id"": ""marionette""}, {""id"": ""leviathan""}]",22
587,Advanced Donjons & Demons,"noble,chef,pixie,chambermaid,king,flowergirl,oracle,innkeeper,nightwatchman,courtier,huntsman,farmer,choirboy,goon,mutant,damsel,drunk,godfather,widow,cerenovus,pit-hag,pukka,imp,vigormortis,vortox",full,"[{""id"": ""_meta"", ""name"": ""Advanced Donjons & Demons"", ""author"": ""Cosmo""}, {""id"": ""noble""}, {""id"": ""chef""}, {""id"": ""pixie""}, {""id"": ""chambermaid""}, {""id"": ""king""}, {""id"": ""flowergirl""}, {""id"": ""oracle""}, {""id"": ""innkeeper""}, {""id"": ""nightwatchman""}, {""id"": ""courtier""}, {""id"": ""huntsman""}, {""id"": ""farmer""}, {""id"": ""choirboy""}, {""id"": ""goon""}, {""id"": ""mutant""}, {""id"": ""damsel""}, {""id"": ""drunk""}, {""id"": ""godfather""}, {""id"": ""widow""}, {""id"": ""cerenovus""}, {""id"": ""pit-hag""}, {""id"": ""pukka""}, {""id"": ""imp""}, {""id"": ""vigormortis""}, {""id"": ""vortox""}]",25
588,Fillibust a Move!,"bounty_hunter,clockmaker,cult_leader,pixie,king,town_crier,artist,courtier,alchemist,cannibal,choirboy,fool,mayor,soldier,tea_lady,barber,drunk,golem,politician,devils_advocate,goblin,poisoner,psychopath,riot,vortox",full,"[{""id"": ""_meta"", ""name"": ""Fillibust a Move! 2.0"", ""author"": ""Pyle""}, {""id"": ""bounty_hunter""}, {""id"": ""clockmaker""}, {""id"": ""cult_leader""}, {""id"": ""pixie""}, {""id"": ""king""}, {""id"": ""town_crier""}, {""id"": ""artist""}, {""id"": ""courtier""}, {""id"": ""alchemist""}, {""id"": ""cannibal""}, {""id"": ""choirboy""}, {""id"": ""fool""}, {""id"": ""mayor""}, {""id"": ""soldier""}, {""id"": ""tea_lady""}, {""id"": ""barber""}, {""id"": ""drunk""}, {""id"": ""golem""}, {""id"": ""politician""}, {""id"": ""devils_advocate""}, {""id"": ""goblin""}, {""id"": ""poisoner""}, {""id"": ""psychopath""}, {""id"": ""riot""}, {""id"": ""vortox""}]",25
589,Bad Violets Brewing,"clockmaker,grandmother,fortune_teller,town_crier,oracle,innkeeper,gambler,gossip,juggler,seamstress,soldier,ravenkeeper,slayer,tinker,recluse,drunk,barber,godfather,poisoner,witch,spy,imp,shabaloth,po,fang_gu",full,"[{""id"": ""_meta"", ""name"": ""Bad Violets Brewing"", ""author"": ""Cosmo""}, {""id"": ""clockmaker""}, {""id"": ""grandmother""}, {""id"": ""fortune_teller""}, {""id"": ""town_crier""}, {""id"": ""oracle""}, {""id"": ""innkeeper""}, {""id"": ""gambler""}, {""id"": ""gossip""}, {""id"": ""juggler""}, {""id"": ""seamstress""}, {""id"": ""soldier""}, {""id"": ""ravenkeeper""}, {""id"": ""slayer""}, {""id"": ""tinker""}, {""id"": ""recluse""}, {""id"": ""drunk""}, {""id"": ""barber""}, {""id"": ""godfather""}, {""id"": ""poisoner""}, {""id"": ""witch""}, {""id"": ""spy""}, {""id"": ""imp""}, {""id"": ""shabaloth""}, {""id"": ""po""}, {""id"": ""fang_gu""}]",25
590,Selling Promises and Potions,"investigator,grandmother,chef,balloonist,empath,fortune_teller,oracle,philosopher,alchemist,sage,magician,pacifist,cannibal,lunatic,recluse,sweetheart,mutant,godfather,witch,mezepheles,cerenovus,devils_advocate,lil_monsta,legion,vortox",full,"[{""id"": ""_meta"", ""logo"": ""https://imgur.com/UGcHtde.png"", ""name"": """", ""author"": """"}, {""id"": ""investigator""}, {""id"": ""grandmother""}, {""id"": ""chef""}, {""id"": ""balloonist""}, {""id"": ""empath""}, {""id"": ""fortune_teller""}, {""id"": ""oracle""}, {""id"": ""philosopher""}, {""id"": ""alchemist""}, {""id"": ""sage""}, {""id"": ""magician""}, {""id"": ""pacifist""}, {""id"": ""cannibal""}, {""id"": ""lunatic""}, {""id"": ""recluse""}, {""id"": ""sweetheart""}, {""id"": ""mutant""}, {""id"": ""godfather""}, {""id"": ""witch""}, {""id"": ""mezepheles""}, {""id"": ""cerenovus""}, {""id"": ""devils_advocate""}, {""id"": ""lil_monsta""}, {""id"": ""legion""}, {""id"": ""vortox""}]",25
